,AP,Battig,ESSLI_2b,ESSLI_2c,MEN,MTurk,MayoSRS,MiniMayoSRS,SimLex999,UMNSRS_relatedness,UMNSRS_relatedness_mod458_word2vec,UMNSRS_similarity,UMNSRS_similarity_mod449_word2vec,WS353,WS353R,WS353S,SemEval2012_2
0,0.5671641791044776,0.3932326515006691,0.7250000000000001,0.5111111111111112,0.5175789509900578,0.5726775917175367,-0.03197829989236287,,0.2780100569676829,-0.03944188444308591,0.4860864233041411,-0.05816372679798873,0.5431874141362386,0.4842674105579218,0.4783957932888856,0.5265577785318587,0.16792836926588428
